date,rees-0,cologne-0,andernach-0,trier-0,cochem-0,marburg-0,kaub-0,mainz-0,frankfurt-0,kleinheubach-0,steinbach-0,schweinfurt-0,worms-0,speyer-0,maxau-0,rockenau-0,lauffen-0,plochingen-0
1987-10-17,632.487,514.982,509.153,0,0,0,386.799,373.805,0,0,0,0,303.878,286.271,278.55,0,0,0
1987-10-18,634.08,527.999,497.111,0,0,0,383.75,360.703,0,0,0,0,303.375,280.316,258.697,0,0,0
1987-10-19,633.87,529.797,500.713,0,0,0,380.297,363.795,0,0,0,0,291.677,255.734,241.531,0,0,0
1987-10-20,646.306,543.754,520.592,0,0,0,381.544,356.389,0,0,0,0,277.046,254.753,244.997,0,0,0
1987-10-21,653.916,543.098,499.802,0,0,0,367.153,340.066,0,0,0,0,271.944,251.946,239.725,0,0,0
1987-10-22,647.546,522.845,473.705,0,0,0,352.493,330.099,0,0,0,0,264.63,243.789,233.753,0,0,0
1987-10-23,628.89,498.905,454.738,0,0,0,340.652,317.523,0,0,0,0,256.58,240.337,232.183,0,0,0
1987-10-24,604.61,479.834,440.213,0,0,0,328.289,306.173,0,0,0,0,252.796,237.686,227.878,0,0,0
1987-10-25,581.487,464.571,427.18,0,0,0,319.159,300.293,0,0,0,0,248.654,232.206,223.468,0,0,0
1987-10-26,562.101,451.918,417.489,0,0,0,313.345,295.091,0,0,0,0,244.167,230.256,224.258,0,0,0
1987-10-27,546.158,442.06,410.267,0,0,0,308.406,290.986,0,0,0,0,243.941,231.776,224.28,0,0,0
1987-10-28,533.141,434.51,404.66,0,0,0,305.626,290.499,0,0,0,0,245.606,232.746,237.388,0,0,0
1987-10-29,522.773,429.083,401.731,0,0,0,306.162,292.969,0,0,0,0,255.15,258.239,260.991,0,0,0
1987-10-30,518.11,433.703,423.095,0,0,0,323.94,326.814,0,0,0,0,302.393,277.308,283.736,0,0,0
1987-10-31,537.252,478.891,507.555,0,0,0,389.765,415.257,0,0,0,0,386.733,369.819,474.31,0,0,0
1987-11-01,590.983,568.437,604.112,0,0,0,492.91,524.299,0,0,0,0,532.063,632.68,639.255,0,0,0
1987-11-02,650.117,649.66,676.5,0,0,0,598.352,628.668,0,0,0,0,625.066,569.234,484.698,0,0,0
1987-11-03,716.862,723.07,742.329,0,0,0,644.602,620.281,0,0,0,0,497.882,391.103,334.6,0,0,0
1987-11-04,782.851,755.94,726.375,0,0,0,573.271,500.423,0,0,0,0,375.855,322.88,303.553,0,0,0
1987-11-05,819.798,719.387,641.343,0,0,0,474.071,415.107,0,0,0,0,334.313,305.601,292.773,0,0,0
1987-11-06,806.363,645.813,561.677,0,0,0,416.048,381.499,0,0,0,0,319.787,295.76,283.415,0,0,0
1987-11-07,753.67,580.162,515.473,0,0,0,390.44,365.631,0,0,0,0,309.217,286.563,275.078,0,0,0
1987-11-08,694.895,539.356,492.162,0,0,0,376.318,354.254,0,0,0,0,299.945,278.577,267.684,0,0,0
1987-11-09,669.348,528.174,497.081,0,0,0,376.037,363.92,0,0,0,0,294.729,272.826,262.316,0,0,0
1987-11-10,698.217,562.641,563.93,0,0,0,405.715,401.728,0,0,0,0,304.933,276.07,270.134,0,0,0
1987-11-11,738.677,627.214,639.557,0,0,0,436.336,415.598,0,0,0,0,321.76,295.181,285.042,0,0,0
1987-11-12,759.748,664.857,635.944,0,0,0,434.691,408.469,0,0,0,0,326.895,295.61,279.772,0,0,0
1987-11-13,769.463,658.462,610.219,0,0,0,431.605,413.704,0,0,0,0,327.06,285.343,283.397,0,0,0
1987-11-14,773.929,649.118,619.54,0,0,0,434.778,411.884,0,0,0,0,330.507,317.622,344.577,0,0,0
1987-11-15,792.977,649.655,531.942,161.461,0.398,0,457.641,450.493,0,0,0,0,400.677,416.205,454.374,0,0,0
1987-11-16,835.015,636.437,598.121,214.092,149.293,0,534.566,551.623,0,0,0,0,508.214,517.046,504.633,0,0,0
1987-11-17,852.212,729.119,814.832,207.811,243.125,0,621.251,622.562,0,0,0,0,540.993,492.393,458.09,0,0,0
1987-11-18,904.007,886.58,925.544,187.595,228.125,0,651.83,624.092,0,0,0,0,502.704,442.21,408.062,0,0,0
1987-11-19,1011.479,958.942,923.222,183.26,210.582,0,640.424,602.721,0,0,0,0,470.212,401.238,376.681,0,0,0
1987-11-20,1083.93,954.94,896.638,184.085,210.913,0,616.739,575.856,0,0,0,0,450.9,402.064,416.655,0,0,0
1987-11-21,1083.41,925.117,867.512,172.606,206.982,0,594.012,561.602,0,0,0,0,472.774,469.719,466.039,0,0,0
1987-11-22,1064.91,894.596,833.1,0,0,0,595.245,578.57,0,0,0,0,500.474,458.72,423.721,0,0,0
1987-11-23,1025.965,870.61,825.819,0,0,0,603.923,578.891,0,0,0,0,467.912,402.651,372.267,0,0,0
1987-11-24,1006,861.664,822.864,0,0,0,589.831,552.098,0,0,0,0,431.846,375.47,359.384,0,0,0
1987-11-25,996.373,858.391,812.729,0,0,0,574.529,543.536,0,0,0,0,424.555,375.779,366.323,0,0,0
1987-11-26,1027.354,863.074,820.513,0,0,0,583.101,561.771,0,0,0,0,440.521,390.441,392.712,0,0,0
1987-11-27,1035.003,872.294,835.886,0,0,0,600.258,576.878,0,0,0,0,461.277,422.714,411.12,0,0,0
1987-11-28,1025.592,875.996,837.087,0,0,0,609.576,584.931,0,0,0,0,465.377,411.118,386.476,0,0,0
1987-11-29,1024.871,864.265,727.472,145.791,0.42,0,643.702,633.594,0,0,0,0,472.757,389.657,374.455,0,0,0
1987-11-30,1056.756,844.582,796.345,193.169,131.082,0,701.875,683.957,0,0,0,0,508.454,424.871,455.89,0,0,0
1987-12-01,1055.063,916.277,959.306,204.952,228.806,0,733.41,707.504,0,0,0,0,566.779,549.07,563.81,0,0,0
1987-12-02,1083.5,1046.139,1066.642,219.922,235.696,0,781.411,774.328,0,0,0,0,640.312,581.02,546.148,0,0,0
1987-12-03,1216.158,1145.539,1138.339,238.04,261.715,0,836.035,810.241,0,0,0,0,626.029,526.256,493.356,0,0,0
1987-12-04,1287.06,1191.282,1161.346,225.295,267.355,0,818.538,764.147,0,0,0,0,576.083,497.907,470.468,0,0,0
1987-12-05,1311.3,1179.659,1114.453,206.762,247.871,0,766.271,711.695,0,0,0,0,542.728,466.3,438.443,0,0,0
1987-12-06,1329.835,1140.9,1067.781,228.954,234.537,0,740.834,701.307,0,0,0,0,533.717,449.772,439.904,0,0,0
1987-12-07,1375.324,1126.468,1052.728,227.543,241.155,0,731.137,617.453,3.8,0,0,0,628.122,539.129,596.176,0,0,0
1987-12-08,1386.253,1163.115,1140.223,390.725,350.522,0,821.235,859.862,163.52,0,0,0,808.663,778.598,820.363,0,0,0
1987-12-09,1398.702,1343.801,1432.737,371.993,422.138,0,1061.161,1087.868,173.796,0,0,0,948.714,887.942,869.461,0,0,0
1987-12-10,1521.343,1568.735,1616.8,332.87,383.558,0,1183.395,1154.189,0,0,0,0,992.168,873.355,801.648,0,0,0
1987-12-11,1681.357,1666.359,1638.931,305.929,350.179,0,1202.94,1156.626,0,0,0,0,948.503,796.95,720.124,0,0,0
1987-12-12,1782.37,1654.35,1585.928,282.616,323.581,0,1158.705,1091.764,0,0,0,0,863.602,717.238,654.269,0,0,0
1987-12-13,1765.441,1578.044,1486.369,261.665,300.131,0,1070.051,993.677,0,0,0,0,776.933,648.619,602.278,0,0,0
1987-12-14,1677.476,1469.468,1368.231,243.643,279.244,0,973.507,900.55,0,0,0,0,707.966,599.983,559.668,0,0,0
1987-12-15,1587.131,1356.934,1258.868,227.723,261.088,0,892.476,828.925,0,0,0,0,657.15,560.068,523.488,0,0,0
1987-12-16,1474.946,1257.058,1169.003,213.558,244.934,0,829.891,774.002,0,0,0,0,615.091,525.743,492.201,0,0,0
1987-12-17,1380.716,1173.678,1095.311,200.968,230.549,0,778.788,727.532,0,0,0,0,578.456,495.726,464.829,0,0,0
1987-12-18,1293.316,1105.603,1036.077,215.523,219.988,0,735.236,688.06,0,0,0,0,546.63,469.736,441.165,0,0,0
1987-12-19,1216.445,1056.482,1001.073,242.931,248.577,0,697.676,653.642,0,0,0,0,519.368,448.042,421.635,0,0,0
1987-12-20,1161.927,1027.361,983.82,235.207,264.267,0,664.318,622.809,0,0,0,0,496.016,429.338,404.372,0,0,0
1987-12-21,1114.793,1000.732,951.458,215.814,247.759,0,634.774,595.802,0,0,0,0,474.87,411.31,387.511,0,0,0
1987-12-22,1103.946,962.756,906.596,203.2,230.936,0,608.318,571.155,0,0,0,0,454.941,394.796,372.976,0,0,0
1987-12-23,1055.512,920.543,865.323,192.005,218.33,0,584.057,548.547,0,0,0,0,437.501,381.284,361.214,0,0,0
1987-12-24,1022.671,881.158,829.195,181.71,206.885,0,562.3,528.756,0,0,0,0,422.713,369.564,350.131,0,0,0
1987-12-25,984.28,848.325,797.82,181.088,197.095,0,543.031,511.209,0,0,0,0,408.873,357.715,338.843,0,0,0
1987-12-26,979.494,822.876,774.543,184.106,200.856,0,525.513,494.626,0,0,0,0,395.441,346.325,328.364,0,0,0
1987-12-27,944.864,798.615,755.599,0,0,0,508.851,478.902,0,0,0,0,382.834,335.989,318.991,0,0,0
1987-12-28,902.035,775.425,728.562,0,0,0,493.234,464.237,0,0,0,0,371.442,326.761,310.578,0,0,0
1987-12-29,874.988,749.701,704.171,0,0,0,478.766,450.81,0,0,0,0,361.16,318.37,302.856,0,0,0
1987-12-30,844.382,725.02,681.445,0,0,0,465.556,438.589,0,0,0,0,351.688,310.591,295.728,0,0,0
1987-12-31,828.092,702.597,660.842,0,0,0,453.415,427.275,0,0,0,0,342.901,303.455,289.186,0,0,0
1988-01-01,798.394,682.092,641.95,0,0,0,442.165,416.764,0,0,0,0,334.814,296.898,283.165,0,0,0
1988-01-02,775.624,663.292,624.535,0,0,0,431.696,406.946,0,0,0,0,327.339,290.856,277.602,0,0,0
1988-01-03,791.654,637.187,510.382,150.08,0.351,0,442.178,430.979,0,0,0,0,342.436,294.166,289.399,0,0,0
1988-01-04,903.803,628.307,580.799,238.905,115.053,0,464.278,379.403,3.504,9.102,0,0,350.281,359.384,370.265,50.976,0,0
1988-01-05,1013.51,772.465,786.981,461.442,396.5,0,553.042,584.734,90.755,157.153,86.134,0,585.826,559.211,619.469,230.757,0,0
1988-01-06,1095.988,1102.252,1285.142,474.802,529.148,0,866.057,954.648,180.701,236.015,196.898,0,930.163,809,784.522,203.993,0,0
1988-01-07,1408.023,1536.849,1682.561,441.845,498.25,0,1208.791,1251.643,273.262,239.75,0,0,1023.896,792.491,703.504,184.565,0,0
1988-01-08,1910.912,1904.525,1962.23,490.604,498.083,0,1401.671,1362.373,277.318,179.708,46.693,34.513,974.958,751.862,693.529,154.789,87.126,0
1988-01-09,2352.684,2203.744,2201.493,607.339,612.035,0,1491.071,1412.301,286.239,290.006,202.966,224.407,1051.207,837.407,894.23,322.061,234.516,0
1988-01-10,2783.428,2665.906,2706.872,759.026,736.974,60.262,1824.459,1844.444,556.94,525.71,440.101,356.886,1404.66,1099.69,1187.706,439.391,246.346,122.787
1988-01-11,3312.169,3755.286,4036.994,1303.382,1305.173,120.784,2761.198,2695.512,985.495,939.5,706.912,481.027,1856.581,1460.95,1605.754,511.374,532.291,278.134
1988-01-12,4472.276,5438.197,5676.031,1584.09,1786.597,157.81,3775.377,3663.91,1396.209,1360.394,1018.274,824.093,2553.792,2154.278,2388.365,731.659,733.515,376.277
1988-01-13,6023.911,6676.919,6851.611,1482.384,1766.841,148.324,4816.432,4763.485,1656.869,1581.956,1212.557,958.479,3434.48,2909.179,2829.176,773.167,718.41,370.024
1988-01-14,7355.421,7604.552,7635.958,1304.975,1544.761,133.825,5689.38,5581.667,1780.764,1627.223,1263.081,910.915,3781.854,2890.723,2608.044,714.901,646.975,321.718
1988-01-15,8333.499,8126.938,7958.409,1259.622,1455.243,129.686,5989.082,5736.714,1797.347,1595.935,1193.109,806.74,3563.201,2612.093,2307.192,653.811,586.896,285.018
1988-01-16,8855.752,8145.803,7836.345,1235.526,1446.676,124.144,5802.607,5459.563,1727.692,1490.558,1076.221,728.386,3273.95,2392.443,2116.093,611.923,552.443,263.891
1988-01-17,8763.06,7739.184,7325.353,1109.047,1333.601,112.829,5341.362,4988.768,1572.547,1319.872,947.244,652.024,3004.091,2197.251,1906.571,548.779,486.335,230.42
1988-01-18,8311.24,7034.671,6546.76,938.782,1139.267,0,4780.603,4490.022,1364.21,1152.95,835.991,574.167,2688.413,1923.189,1627.094,475.322,418.991,196.819
1988-01-19,7537.266,6247.625,5779.017,809.394,972.925,0,4261.612,4006.029,1202.953,1034.646,757.107,525.637,2362.574,1658.861,1418.608,444.775,410.45,206.932
1988-01-20,6738.524,5561.633,5180.28,732.7,862.138,0,3879.614,3637.553,1138.458,1013.946,753.858,566.656,2161.394,1508.154,1373.668,492.702,481.935,246.764
1988-01-21,6088.13,5088.159,4843.154,716.424,809.316,0,3657.53,3467.147,1137.954,1040.662,792.271,575.013,2128.419,1511.865,1425.011,544.941,526.437,288.178
1988-01-22,5671.609,4940.563,4780.698,747.719,828.084,0,3613.637,3475.465,1166.611,1069.031,818.175,594.615,2210.72,1564.057,1538.324,612.917,601.783,335.211
1988-01-23,5421.847,4913.321,4755.759,730.174,843.463,0,3662.325,3554.066,1183.184,1097.443,867.18,696.154,2333.175,1731.571,1703.105,608.097,569.933,317.965
1988-01-24,5266.606,4840.432,4728.479,653.762,766.865,0,3732.65,3648.502,1178.683,1093.259,883.606,661.075,2478.2,1778.111,1635.268,697.254,500.928,281.366
1988-01-25,5157.774,4796.592,4667.873,583.068,686.403,0,3780.886,3692.082,1131.591,1030.355,816.238,583.37,2469.442,1661.499,1558.072,643.559,444.568,258.129
1988-01-26,5051.267,4667.713,4531.851,539.007,627.75,0,3709.177,3572.454,1030.879,921.27,710.234,497.403,2334.497,1678.517,1690.235,568.995,398.577,237.073
1988-01-27,4909.604,4491.694,4331.951,501.882,583.669,0,3527.525,3386.091,914.542,811.452,621.099,441.987,2338.539,1823.279,1829.28,505.888,355.06,212.183
1988-01-28,4727.082,4288.375,4129.205,481.557,548.669,0,3381.088,3265.774,814.561,727.362,558.4,401.485,2390.581,1896.323,1824.199,455.614,318.343,0
1988-01-29,4524.92,4093.593,3995.646,476.888,536.87,0,3291.146,3189.207,745.523,670.101,513.575,372.812,2361.111,1843.744,1737.56,420.166,293.654,0
1988-01-30,4342.738,3964.499,3893.737,472.21,529.858,0,3210.926,3108.921,694.188,625.204,480.152,351.916,2260.549,1761.577,1654.007,387.692,266.398,0
1988-01-31,4199.489,3881.183,3775.642,459.681,520.76,0,3082.027,2969.347,650.048,582.568,453.624,333.269,2143.511,1671.079,1560.072,356.366,243.169,0
1988-02-01,4076.108,3735.588,3617.341,460.398,506.095,0,2925.993,2813.302,614.46,554.532,434.869,320.154,2037.501,1584.039,1493.071,346.477,242.176,0
1988-02-02,3952.04,3604.662,3498.047,475.552,522.023,0,2814.502,2709.573,603.581,547.229,428.854,324.048,1987.952,1565.727,1568.575,365.239,264.358,0
1988-02-03,3837.342,3521.08,3437.148,479.001,529.731,0,2772.435,2688.754,603.487,552.551,433.767,330.045,2049.724,1699.536,1702.716,375.007,261.723,0
1988-02-04,3746.569,3502.955,3448.887,481.395,530.705,0,2819.77,2760.076,609.813,560.064,437.425,330.437,2164.957,1771.575,1735.444,384.154,272.055,0
1988-02-05,3699.923,3536.156,3502.182,471.113,528.252,0,2896.108,2836.94,604.937,553.704,431.376,322.14,2211.624,1804.314,1716.427,368.7,248.024,0
1988-02-06,3695.264,3561.959,3519.784,443.995,503.826,0,2911.694,2838.613,586.688,533.852,415.588,306.185,2160.832,1708.22,1552.797,337.228,223.998,0
1988-02-07,3694.259,3521.704,3451.428,416.47,473.893,0,2827.942,2736.001,561.051,508.22,394.652,290.593,2003.012,1533.234,1367.106,311,206.582,0
1988-02-08,3642.982,3371.638,3278.086,391.568,445.743,0,2661.002,2548.938,532.953,482.367,374.752,276.961,1811.314,1364.438,1211.811,289.577,191.875,0
1988-02-09,3509.629,3182.1,3052.945,369.423,420.579,0,2453.823,2339.255,504.127,451.855,356.833,264.426,1633.662,1221.412,1089.186,267.186,0,0
1988-02-10,3313.721,2957.56,2812.278,349.505,397.979,0,2253.673,2142.648,474.951,428.207,340.51,252.911,1483.334,1108.744,996.553,250.26,0,0
1988-02-11,3041.836,2732.368,2603.019,331.873,377.711,0,2075.381,1971.92,451.865,406.984,325.516,242.45,1364.109,1019.338,924.79,236.298,0,0
1988-02-12,2794.551,2541.057,2422.853,316.218,359.761,0,1924.827,1832.225,429.756,387.9,311.792,232.741,1267.23,948.059,867.726,223.664,0,0
1988-02-13,2683.142,2383.25,2280.422,317.639,346.379,0,1808.772,1724.786,412.738,371.233,300.904,224.226,1195.162,897.76,839.438,220.983,0,0
1988-02-14,2512.074,2274.547,2195.127,338.827,359.649,0,1731.687,1656.27,406.565,366.549,296.194,225.431,1168.068,892.295,858.955,238.748,0,0
1988-02-15,2426.45,2219.47,2158.992,345.181,380.212,0,1694.764,1631.273,404.614,367.375,298.385,233.05,1181.89,912.334,872.059,247.168,0,0
1988-02-16,2361.9,2198.414,2146.722,331.203,374.656,0,1685.276,1631.598,402.795,367.382,301.05,232.484,1189.71,902.641,848.633,243.892,0,0
1988-02-17,2451.036,2218.062,2168.232,346.83,366.347,0,1704.185,1651.401,409.134,368.104,301.585,227.368,1176.886,882.995,834.903,242.191,0,0
1988-02-18,2560.524,2310.152,2263.872,409.887,416.95,0,1747.338,1677.899,435.787,384.361,311.293,229.82,1135.489,904.522,921.838,178.35,105.512,0
1988-02-19,2677.853,2418.539,2380.141,449.147,491.838,0,1781.132,1702.417,468.57,420.449,333.442,255.105,1202.179,1047.876,1169.811,282.604,208.049,0
1988-02-20,2723.702,2515.879,2482.755,441.76,501.791,0,1874.5,1833.384,494.844,447.912,356.724,272.556,1469.027,1305.859,1396.685,286.988,192.367,0
1988-02-21,2936.707,2712.895,2708.574,485.73,505.901,0,2113.385,2097.282,523.189,468.648,371.178,264.155,1693.479,1457.982,1426.988,287.717,201.194,0
1988-02-22,3223.776,3021.98,3034.102,559.495,598.291,0,2386.976,2349.297,558.246,500.995,381.415,274.759,1850.201,1549.062,1707.014,324.478,239.654,0
1988-02-23,3414.876,3307.066,3313.737,552.358,633.422,0,2612.086,2572.938,570.973,512.402,392.026,290.288,2146.552,2039.937,2224.784,326.637,221.965,0
1988-02-24,3603.776,3550.714,3553.487,505.079,587.143,0,2905.454,2890.324,566.174,506.68,391.172,278.842,2536.863,2330.773,2245.195,299.893,200.694,0
1988-02-25,3783.565,3772.449,3784.356,468.326,543.177,0,3164.722,3134.189,548.333,487.727,373.725,261.773,2574.224,2159.557,1969.56,272.501,0,0
1988-02-26,3944.769,3878.217,3836.095,435.661,505.02,0,3179.779,3083.561,519.385,454.418,352.158,248.112,2343.04,1904.634,1712.091,253.15,0,0
1988-02-27,4027.392,3783.799,3658.273,415.077,473.382,0,2971.921,2838.826,484.393,426.427,333.643,236.125,2092.43,1669,1494.028,242.724,0,0
1988-02-28,3968.77,3550.94,3393.164,408.566,458.753,0,2716.674,2577.778,462.162,406.064,318.937,228.659,1882.437,1484.121,1337.665,244.503,0,0
1988-02-29,3776.573,3290.677,3145.531,397.989,451.067,0,2493.091,2366.42,445.002,392.812,308.563,223.641,1721.413,1350.055,1223.091,240.431,0,0
1988-03-01,3508.742,3069.63,2924.202,377.72,432.221,0,2307.398,2192.647,428.298,377.74,299.836,215.778,1589.057,1240.956,1131.69,228.674,0,0
1988-03-02,3253.351,2855.85,2718.146,357.664,409.501,0,2150.927,2044.335,410.929,363.4,288.874,207.228,1476.355,1157.309,1065.688,214.756,0,0
1988-03-03,2933.392,2673.609,2553.043,338.77,388.791,0,2013.362,1914.632,393.419,346.878,274.985,0,1385.099,1091.483,1006.49,202.87,0,0
1988-03-04,2829.668,2517.19,2403.523,321.698,368.216,0,1893.931,1803.295,373.726,327.807,258.279,0,1308.111,1031.292,959.296,192.227,0,0
1988-03-05,2650.169,2396.174,2297.254,336.188,357.258,0,1805.886,1721.471,360.899,316.894,253.323,0,1251.128,995.425,949.451,192.334,0,0
1988-03-06,2590.197,2334.601,2257.729,372.871,393.287,0,1756.088,1677.867,364.25,322.979,261.25,0,1241.49,1010.694,1030.578,209.386,0,0
1988-03-07,2559.34,2322.626,2267.603,394.703,423.319,0,1747.568,1683.776,370.732,332.11,268.867,0,1292.128,1109.715,1142.439,203.869,0,0
1988-03-08,2567.465,2352.567,2313.777,406.385,440.853,0,1786.982,1736.245,374.732,331.377,264.262,0,1372.375,1187.493,1174.423,198.91,0,0
1988-03-09,2588.978,2408.464,2378.913,407.245,446.877,0,1849.861,1802.89,370.13,325.034,258.071,0,1424.71,1214.393,1188.356,191.519,0,0
1988-03-10,2797.04,2526.925,2499.733,461.083,462.053,0,1929.211,1869.562,370.739,312.369,180.849,43.189,1462.402,1239.486,1227.139,210.137,0,0
1988-03-11,2966.011,2697.775,2664.814,548.221,567.852,0,1990.055,1906.012,349.652,264.254,168.752,195.939,1493.224,1316.582,1389.228,177.985,107.58,0
1988-03-12,3059.144,2808.317,2767.295,554.507,620.652,0,2026.701,1951.589,334.924,290.295,269.892,223.006,1656.504,1565.558,1738.98,274.618,199.714,0
1988-03-13,3106.797,2908.499,2882.909,511.307,584.888,0,2206.512,2197.865,390.713,374.122,306.625,222.55,2038.811,1934.793,2054.675,270.436,0,0
1988-03-14,3201.359,3096.918,3119.51,472.407,541.296,0,2557.92,2578.437,426.862,381.669,302.371,211.254,2334.955,2158.432,2149.18,250.404,0,0
1988-03-15,3353.953,3358.911,3377.054,437.964,501.757,0,2830.679,2808.251,417.832,364.77,285.653,0,2435.317,2156.638,2074.618,233.072,0,0
1988-03-16,3533.77,3501.222,3484.142,408.201,467.279,0,2907.442,2846.048,394.244,340.429,263.549,0,2372.611,2062.553,1966.014,218.14,0,0
1988-03-17,3653.7,3506.803,3436.76,382.739,437.335,0,2859.064,2777.935,369.566,319.26,247.389,0,2257.59,1950.804,1843.159,204.929,0,0
1988-03-18,3663.872,3403.541,3315.23,362.448,412.504,0,2738.695,2641.538,348.986,302.533,237.709,0,2126.518,1818.459,1706.605,196.327,0,0
1988-03-19,3574.125,3262.445,3146.274,345.002,393.085,0,2587.652,2490.443,337.814,297.898,239.199,0,2005.601,1720.008,1710.685,194.308,0,0
1988-03-20,3427.164,3108.069,2992.431,327.15,373.774,0,2474.113,2392.958,333.576,296.51,238.929,0,1990.795,1819.417,1867.163,188.165,0,0
1988-03-21,3287.851,2996.497,2910.142,310.491,354.581,0,2446.144,2396.671,328.927,292.147,234.782,0,2079.751,1911.766,1850.265,190.156,0,0
1988-03-22,3200.843,2969.373,2916.48,298.08,338.421,0,2495.38,2458.266,329.948,293.231,237.294,0,2096.979,1812.607,1714.782,212.544,0,0
1988-03-23,3208.446,3011.239,2966.369,315.195,333.716,0,2533.835,2476.123,340.848,293.345,168.16,0,2041.506,1734.652,1673.806,240.527,0,0
1988-03-24,3259.765,3052.204,2997.727,341.415,370.806,0,2522.423,2441.398,328.729,263.617,249.212,0,2019.048,1718.59,1677.456,255.864,0,0
1988-03-25,3280.752,3061.953,3008.369,354.616,386.822,0,2503.834,2431.682,352.797,336.412,271.602,0,2008.688,1716.295,1645.755,242.339,0,0
1988-03-26,3278.237,3078.718,3021.083,365.107,406.117,0,2509.955,2437.505,389.69,345.409,269.147,0,1960.788,1640.927,1529.211,231.25,0,0
1988-03-27,3265.459,3066.11,2998.98,349.811,404.312,0,2467.073,2379.355,387.289,338.994,263.767,0,1855.284,1521.144,1402.305,219.728,0,0
1988-03-28,3239.379,2989.831,2897.307,330.884,380.834,0,2357.222,2258.904,374.006,324.886,249.272,0,1724.32,1399.832,1284.688,205.599,0,0
1988-03-29,3186.985,2878.491,2759.095,342.29,372.165,0,2234.94,2130.164,361.508,309.493,238.943,0,1600.137,1289.568,1182.412,198.15,0,0
1988-03-30,3099.933,2768.861,2664.164,357.485,398.46,0,2122.887,2014.334,359.058,308.095,238.939,0,1500.857,1203.581,1109.615,200.853,0,0
1988-03-31,2964.34,2664.195,2559.99,342.249,398.646,0,2012.202,1909.513,354.125,306.258,235.898,0,1419.956,1136.131,1055.522,194.537,0,0
1988-04-01,2876.004,2552.22,2440.416,322.613,375.637,0,1910.672,1814.773,344.852,296.729,227.97,0,1342.957,1084.267,1021.963,0,0,0
1988-04-02,2706.265,2452.993,2340.532,357.254,368.819,0,1808.022,1693.012,337.487,281.627,157.566,0,1138.758,1073.358,1064.181,46.996,79.059,0
1988-04-03,2724.252,2417.247,2321.507,451.126,449.43,0,1732.385,1615.401,320.197,239.788,158.056,42.996,1268.123,1184.093,1311.109,261.614,208.709,0
1988-04-04,2778.369,2485.419,2444.932,503.037,546.024,0,1819.228,1768.781,315.077,262.348,165.591,197.165,1665.426,1538.432,1748.749,324.395,232.687,0
1988-04-05,2809.716,2689.54,2720.342,480.895,553.325,0,2135.292,2151.1,337.725,295.544,266.76,222.675,2082.587,1941.01,1984.265,323.667,218.287,0
1988-04-06,3030.675,2994.218,3055.857,441.365,512.04,0,2545.164,2565.159,395.045,376.785,301.612,217.415,2323.339,2005.029,1879.669,296.98,194.936,0
1988-04-07,3248.498,3286.331,3321.314,410.431,474.717,0,2799.336,2761.876,426.903,378.696,291.367,0,2257.681,1848.288,1715.371,268.07,0,0
1988-04-08,3443.951,3402.262,3364.315,383.205,442.884,0,2786.233,2688.254,411.471,355.183,268.335,0,2103.127,1740.078,1653.566,248.202,0,0
1988-04-09,3531.901,3326.741,3231.481,359.049,414.639,0,2642.904,2531.737,385.569,331.772,250.518,0,2000.381,1683.378,1604.722,231.328,0,0
1988-04-10,3478.992,3181.758,3059.498,337.644,389.613,0,2505.543,2406.31,361.033,310.421,236.478,0,1923.159,1623.321,1538.243,216.358,0,0
1988-04-11,3346.34,3022.506,2908.38,318.483,367.249,0,2391.493,2301.168,340.647,294.415,225.455,0,1840.322,1547.404,1444.902,202.934,0,0
1988-04-12,3179.742,2874.945,2761.373,301.298,347.183,0,2282.978,2194.133,323.924,280.493,215.337,0,1738.859,1441.887,1332.229,190.897,0,0
1988-04-13,2994.375,2728.487,2624.964,285.856,329.173,0,2163.248,2071.693,308.978,267.664,206.086,0,1616.82,1340.756,1252.596,0,0,0
1988-04-14,2814.237,2586.254,2480.467,271.587,312.79,0,2035.462,1945.681,294.88,254.247,0,0,1520.782,1277.224,1219.506,0,0,0
1988-04-15,2739.838,2447.29,2343.551,259.008,297.931,0,1923.146,1842.455,280.278,242.35,0,0,1462.043,1253.958,1226.394,0,0,0
1988-04-16,2545.549,2326.574,2237.447,247.566,284.631,0,1842.877,1775.72,268.584,232.606,0,0,1441.747,1265.822,1243.192,0,0,0
1988-04-17,2460.989,2240.029,2163.969,237.121,272.495,0,1798.806,1742.176,258.161,223.582,0,0,1437.612,1263.759,1206.197,0,0,0
1988-04-18,2350.727,2179.539,2115.768,227.584,261.42,0,1769.545,1715.949,248.619,215.243,0,0,1406.252,1206.048,1115.572,0,0,0
1988-04-19,2338.79,2137.329,2073.673,225.643,252.248,0,1731.435,1671.493,241.286,208.091,0,0,1336.448,1122.337,1056.296,0,0,0
1988-04-20,2312.728,2093.837,2020.853,228.788,254.409,0,1670.571,1602.029,231.694,0,0,0,1274.967,1100.294,1117.142,0,0,0
1988-04-21,2239.021,2030.017,1956.454,223.225,254.923,0,1607.622,1546.125,219.812,0,0,0,1281.677,1177.046,1195.603,0,0,0
1988-04-22,2252.777,1987.329,1904.283,187.441,223.818,0,1580.488,1521.191,170.415,52.025,0,0,1347.614,1213.176,1183.317,0,0,0
1988-04-23,2407.615,2064.803,1985.36,324.339,271.428,0,1615.365,1531.986,160.905,0,30.134,0,1266.464,1240.172,1278.17,95.298,0,0
