date,rees-0,cologne-0,andernach-0,trier-0,cochem-0,marburg-0,kaub-0,mainz-0,frankfurt-0,kleinheubach-0,steinbach-0,schweinfurt-0,worms-0,speyer-0,maxau-0,rockenau-0,lauffen-0,plochingen-0
1955-01-01,,,,175.222,0.34,,86.612,268.603,,,,,,157.769,494.959,,,
1955-01-02,,,71.144,304.173,210.575,,0,0,,,,,272.055,560.267,538.706,,,
1955-01-03,,8.232,326.818,291.038,327.07,,189.339,463.831,,,,,652.759,552.32,524.725,,,
1955-01-04,,402.684,573.728,289.634,314.917,,669.736,789.524,,,,,658.18,539.56,514.767,,,
1955-01-05,54.106,807.674,1093.369,292.507,319.752,,819.69,788.302,,,,,646.469,534.024,508.781,,,
1955-01-06,660.772,1126.068,1172.69,285.816,317.287,,811.058,771.646,,,,,634.895,525.071,498.117,,,
1955-01-07,1287.981,1243.997,1210.162,322.551,323.789,,832.773,802.851,,,,,639.735,520.014,494.332,,,
1955-01-08,1595.833,1353.431,1327.542,382.847,403.632,,892.387,847.169,,,,,671.014,548.54,537.314,,,
1955-01-09,1826.28,1501.965,1443.355,350.866,416.911,,896.534,750.515,5.445,,,,747.455,629.62,623.462,,,
1955-01-10,2073.969,1783.563,1799.526,783.349,626.193,,1011.197,944.687,163.526,16.28,59.931,,767.388,779.875,872.112,41.013,70.559,
1955-01-11,2710.495,2697.191,2817.586,1434.358,1438.262,80.616,1393.931,1343.455,220.914,282.871,182.56,41.206,1138.804,1131.003,1394.846,307.171,241.097,
1955-01-12,3623.378,4107.323,4315.604,1791.794,2027.994,126.191,2268.894,2101.109,546.033,429.48,236.583,216.421,2013.579,1907.888,2329.214,532.843,378.444,
1955-01-13,4808.485,5572.138,5711.256,1782.466,2106.187,126.486,3400.219,3310.024,691.688,572.751,391.678,296.121,3203.125,3043.242,3114.918,629.212,401.78,
1955-01-14,6191.875,6665.497,6802.525,1613.903,1916.592,109.658,4567.285,4482.741,779.822,663.915,441.401,293.869,3996.451,3368.49,3199.462,611.439,380.289,
1955-01-15,7318.744,7446.473,7434.319,1523.734,1758.817,98.559,5262.515,5025.791,803.86,660.998,431.155,264.443,4078.41,3312.524,3116.214,583.125,314.681,152.28
1955-01-16,8227.337,7965.877,7929.885,1753.687,1875.169,110.918,5606.318,5267.734,886.553,730.356,462.913,278.341,4141.768,3421.401,3335.567,543.31,543.422,271.212
1955-01-17,8982.744,8799.559,8720.655,2066.292,2286.581,138.544,6062.656,5744.565,1083.916,942.817,598.806,427.839,4581.376,3932.517,3880.104,719.003,696.893,338.042
1955-01-18,9754.766,9475.946,9378.005,1987.748,2325.904,141.663,6600.041,6333.292,1245.055,1122.441,750.355,550.358,5057.251,4272.275,4036.749,736.881,665.994,319.095
1955-01-19,9922.922,9646.573,9423.57,1684.666,2000.237,122.262,6796.583,6487.638,1290.021,1124.89,773.029,507.442,4895.303,3930.029,3565.046,645.141,565.254,268.115
1955-01-20,9963.414,9175.031,8780.583,1417.383,1689.891,102.291,6394.663,6006.348,1205.499,1019.353,689.797,429.616,4273.095,3319.759,2962.2,541.448,473.59,223.854
1955-01-21,9358.586,8257.39,7757.042,1202.824,1430.173,0,5653.399,5263.172,1051.003,877.823,588.603,370.729,3696.469,2791.276,2475.9,606.287,399.207,188.279
1955-01-22,8463.265,7220.458,6693.459,1029.909,1222.955,0,4889.776,4567.156,890.411,749.202,509.054,325.125,3242.99,2370.752,2088.258,544.261,336.306,0
1955-01-23,7497.502,6261.403,5795.217,908.552,1063.173,0,4263.128,3977.462,774.144,660.727,452.305,292.005,2797.995,2039.648,1794.034,472.07,295.297,0
1955-01-24,6641.664,5550.99,5179.779,866.716,981.481,0,3834.75,3562.446,712.392,610.645,426.145,272.405,2481.961,1802.024,1607.551,454.592,297.754,0
1955-01-25,5968.535,5068.35,4798.07,868.267,977.293,0,3520.742,3289.576,707.867,623.728,433.492,281.829,2295.28,1661.724,1511.185,474.226,316.483,0
1955-01-26,5436.698,4698.464,4529.575,830.906,959.735,0,3302.266,3111.634,719.284,642.902,449.826,299.644,2167.652,1568.037,1416.487,451.336,285.631,0
1955-01-27,5031.085,4448.743,4252.282,756.753,883.082,0,3115.399,2941.489,705.469,625.855,444.475,290.369,2017.552,1446.345,1287.97,397.634,249.142,0
1955-01-28,4715.568,4173.081,3959.841,700.737,807.81,0,2906.574,2739.547,666.297,585.453,417.461,269.73,1842.647,1324.123,1183.574,354.386,223.763,0
1955-01-29,4427.466,3878.359,3707.785,662.996,760.561,0,2691.07,2525.277,618.425,542.158,386.88,252.091,1693.034,1226.851,1105.047,324.014,205.918,0
1955-01-30,4146.454,3611.976,3445.315,616.527,713.259,0,2488.158,2336.375,575.696,505.646,361.397,237.465,1573.594,1148.018,1037.83,301.19,191.861,0
1955-01-31,3906.826,3368.856,3226.129,606.648,676.242,0,2327.811,2185.717,540.094,471.854,341.337,224.676,1477.797,1081.914,985.63,281.754,0,0
1955-02-01,3705.774,3216.992,3079.24,612.555,688.316,0,2199.678,2060.415,507.253,443.06,326.868,217.528,1403.407,1035.317,950.466,271.669,0,0
1955-02-02,3478.01,3070.955,2945.697,588.284,675.079,0,2085.353,1955.699,482.659,425.438,315.814,212.869,1344.306,995.477,910.248,256.627,0,0
1955-02-03,3290.419,2932.955,2802.124,554.343,638.828,0,1989.051,1869.446,461.98,405.302,303.653,0,1286.212,947.777,866.218,248.683,0,0
1955-02-04,3118.45,2797.923,2673.155,524.719,604.691,0,1900.65,1787.275,439.75,385.188,288.533,0,1234.298,906.46,837.863,248.232,0,0
1955-02-05,2969.151,2668.077,2551.742,497.235,573.257,0,1818.561,1712.188,418.948,369.289,281.377,0,1190.157,877.749,816.339,239.827,0,0
1955-02-06,2881.743,2545.332,2438.722,471.528,543.776,0,1745.882,1646.776,403.679,356.703,271.754,0,1147,848.626,787.003,226.186,0,0
1955-02-07,2746.606,2437.706,2334.312,447.754,515.968,0,1677.327,1582.549,386.771,339.891,255.769,0,1100.769,814.874,754.872,214.437,0,0
1955-02-08,2614.937,2335.638,2237.193,426.617,490.764,0,1608.324,1516.346,367.41,321.633,244.013,0,1057.838,783.583,729.119,210.416,0,0
1955-02-09,2523.131,2240.74,2142.541,407.895,468.606,0,1544.594,1458.68,353.749,313.681,241.133,0,1029.145,762.381,720.322,218.174,0,0
1955-02-10,2394.31,2151.928,2064.119,390.426,448.421,0,1497.792,1422.101,347.457,310.851,240.165,0,1017.616,757.626,719.699,220.116,0,0
1955-02-11,2325.272,2082.388,2005.372,373.937,429.244,0,1467.71,1398.852,336.704,294.249,166.947,0,1016.207,749.7,710.425,234.003,0,0
1955-02-12,2235.677,2030.922,1958.961,358.775,411.451,0,1443.437,1377.11,306.714,255.465,241.235,0,1024.208,743.72,716.499,254.663,0,0
1955-02-13,2205.698,1991.891,1926.644,344.694,395.198,0,1438.073,1384.755,325.728,324.707,267.701,0,1027.5,753.548,719.317,235.944,0,0
1955-02-14,2184.739,1967.329,1914.655,331.307,379.797,0,1453.11,1404.333,354.974,324.453,251.733,0,1006.388,734.905,690.282,220.27,0,0
1955-02-15,2092.012,1948.088,1894.534,318.807,365.295,0,1441.141,1379.067,343.422,304.262,236.865,0,966.521,702.607,661.289,207.699,0,0
1955-02-16,2089.762,1907.639,1841.153,307.222,351.813,0,1390.571,1320.077,325.341,289.136,225.603,0,923.801,675.974,638.687,196.817,0,0
1955-02-17,2042.774,1844.192,1769.252,296.44,339.326,0,1330.656,1261.953,310.474,275.834,215.377,0,887.244,653.711,618.525,186.345,0,0
1955-02-18,1940.591,1777.788,1705.232,286.4,327.719,0,1280.791,1217.311,299.165,265.429,207.983,0,858.724,635.054,601.647,183.747,0,0
1955-02-19,1931.397,1722.939,1656.79,276.872,316.793,0,1246.287,1188.988,293.206,261.309,206.376,0,851.499,633.474,620.964,192.963,0,0
1955-02-20,1866.174,1677.731,1618.804,268.372,306.632,0,1228.187,1179.37,287.092,256.661,201.226,0,863.116,672.202,652.308,0,0,0
1955-02-21,1804.242,1646.68,1596.331,260.152,297.342,0,1223.528,1178.978,278.557,245.446,0,0,869.39,668.912,633.405,0,0,0
1955-02-22,1762.722,1623.868,1574.728,252.042,288.2,0,1210.139,1159.664,265.871,234.086,0,0,843.073,637.805,603.551,0,0,0
1955-02-23,1719.328,1591.453,1536.812,244.354,279.374,0,1174.853,1118.009,255.106,224.718,0,0,807.703,614.836,583.729,0,0,0
1955-02-24,1700.668,1546.401,1485.546,237.066,271,0,1130.375,1073.913,245.436,216.034,0,0,778.477,595.713,565.971,0,0,0
1955-02-25,1652.325,1494.784,1433.163,230.159,263.066,0,1089.082,1035.39,236.432,207.922,0,0,752.926,578.273,549.799,0,0,0
1955-02-26,1591.628,1443.769,1383.814,223.592,255.551,0,1049.802,996.594,223.312,0,0,0,729.678,562.458,534.985,0,0,0
1955-02-27,1553.641,1394.874,1336.27,217.346,248.391,0,1011.538,960.378,210.309,0,0,0,708.282,547.956,521.453,0,0,0
1955-02-28,1503.499,1344.378,1282.817,211.946,241.637,0,959.692,896.87,159.315,48.496,0,0,691.475,534.858,509.439,0,0,0
1955-03-01,1456.978,1292.779,1233.02,206.762,236.009,0,924.478,887.393,175.878,159.167,94.567,0,685.236,523.76,499.403,0,0,0
1955-03-02,1405.803,1260.022,1216.868,201.105,229.873,0,932.276,898.966,171.144,222.968,157.82,42.457,689.542,517.486,500.218,0,0,0
1955-03-03,1375.528,1237.752,1191.535,195.962,223.835,0,893.266,831.137,205.383,0,140.165,188.568,558.673,529.652,519.859,81.404,0,0
1955-03-04,1360.989,1201.885,1140.995,191.527,218.448,0,840.938,791.844,157.14,61.266,238.246,226.289,645.307,566.149,575.516,205.182,0,0
1955-03-05,1358.444,1200.522,1177.501,194.568,215.105,0,940.16,979.512,257.98,327.401,318.19,298.915,801.513,656.741,677.746,162.643,62.738,121.99
1955-03-06,1427.395,1343.643,1403.405,179.375,204.635,0,1244.889,1309.203,424.103,433.337,408.318,406.582,981.307,823.587,1006.56,334.947,316.065,250.287
1955-03-07,1644.388,1682.002,1818.556,337.981,280.455,0,1635.751,1695.242,555.806,558.616,505.697,455.792,1447.5,1236.833,1655.889,530.53,415.46,300.71
1955-03-08,1994.911,2236.574,2453.423,375.997,406.01,0,2190.117,2297.863,676.406,675.294,610.927,566.454,2147.367,2005.042,2303.731,582.745,434.952,300.044
1955-03-09,2608.338,2970.021,3219.064,374.6,421.723,0,2976.031,3115.997,765.064,754.108,669.922,572.762,2869.799,2529.937,2622.689,576.211,421.563,279.589
1955-03-10,3249.062,3764.817,4022.177,363.227,411.129,0,3676.402,3789.479,795.13,759.406,650.495,521.178,3222.465,2741.418,2714.703,527.025,374.411,243.21
1955-03-11,3767.338,4309.328,4421.453,353.409,398.233,0,4002.321,4027.388,759.781,705.706,588.18,449.142,3240.589,2696.298,2590.866,461.851,323.793,206.71
1955-03-12,4251.62,4498.33,4461.451,338.215,386.441,0,3994.415,3901.691,691.359,632.568,518.95,392.696,3058.506,2513.698,2379.935,401.388,277.009,0
1955-03-13,4503.017,4387.036,4269.036,316.779,364.531,0,3771.562,3640.457,618.741,560.398,460.882,349.749,2803.641,2295.073,2133.368,350.085,240.288,0
1955-03-14,4470.396,4129.051,3952.985,298.2,342.805,0,3467.56,3335.863,553.938,503.012,416.042,316.926,2534.31,2049.556,1904.371,311.269,212.437,0
1955-03-15,4265.704,3809.989,3655.104,281.652,323.598,0,3146.437,3031.531,504.547,458.222,380.923,292.066,2292.193,1881.184,1790.532,274.128,0,0
1955-03-16,4000.703,3506.189,3357.659,267.256,306.653,0,2877.839,2777.204,464.536,422.16,354.213,272.637,2136.17,1798.154,1731.179,251.897,0,0
1955-03-17,3730.7,3264.385,3135.994,258.257,293.55,0,2691.922,2604.276,437.82,397.176,334.377,259.175,2049.577,1743.236,1696.843,239.186,0,0
1955-03-18,3469.547,3078.676,2956.816,179.147,251.932,0,2572.88,2499.54,415.165,377.526,319.329,249.6,1998.382,1726.989,1690.472,226.363,0,0
1955-03-19,3266.456,2939.636,2841.455,299.718,264.043,0,2498.707,2429.979,395.396,359.809,306.321,238.569,1961.669,1696.332,1606.591,212.966,0,0
1955-03-20,3121.6,2895.04,2842.199,305.834,345.045,0,2428.584,2358.711,378.926,344.489,292.78,226.509,1875.761,1568.262,1441.767,201.112,0,0
1955-03-21,3104.044,2873.341,2794.634,301.227,343.576,0,2332.435,2249.981,365.44,329.853,279.857,215.51,1731.583,1419.573,1302.467,190.488,0,0
1955-03-22,3147.44,2830.27,2730.447,333.577,355.762,0,2223.343,2128.085,363.727,324.296,273.464,207.003,1598.448,1301.241,1216.737,194.88,0,0
1955-03-23,3112.61,2790.467,2697.79,389.542,418.226,0,2137.122,2038.221,376.671,334.884,277.4,212.847,1535.977,1262.417,1268.334,229.695,0,0
1955-03-24,3047.767,2780.299,2698.229,416.02,471.851,0,2092.298,2010.049,389.628,351.366,289.634,230.563,1580.753,1366.674,1438.751,246.101,0,0
1955-03-25,3009.534,2780.204,2717.748,407.33,478.789,0,2122.545,2070.982,399.319,363.127,301.514,236.468,1721.281,1554.2,1696.989,244.364,0,0
1955-03-26,3007.82,2824.286,2793.152,383.349,455.803,0,2248.323,2227.97,401.41,363.679,301.095,227.643,1962.502,1878.755,2020.701,232.928,0,0
1955-03-27,3056.302,2945.41,2937.469,362.315,427.223,0,2467.021,2470.584,393.768,353.609,290.239,216.614,2243.893,2116.381,2109.145,227.671,0,0
1955-03-28,3157.818,3110.006,3124.017,347.219,406.973,0,2680.405,2671.618,379.629,339.194,277.783,209.824,2355.829,2087.388,2007.174,226.774,0,0
1955-03-29,3280.744,3237.085,3229.12,329.758,388.49,0,2768.783,2724.277,363.072,323.861,265.253,0,2286.393,1986.026,1880.401,213.478,0,0
1955-03-30,3363.322,3258.172,3200.729,310.337,366.475,0,2716.784,2641.369,344.373,305.454,248.344,0,2149.506,1830.236,1693.671,199.603,0,0
1955-03-31,3437.753,3241.328,3147.789,418.582,375.467,0,2606.415,2496.278,331.952,280.593,162.462,41.634,1957.186,1663.233,1559.167,150.241,85.015,0
1955-04-01,3568.973,3271.119,3171.967,511.315,529.04,0,2490.058,2347.188,308.823,226.532,150.192,195.596,1895.086,1659.031,1762.08,264.554,208.296,0
1955-04-02,3582.27,3300.301,3233.887,660.736,719.438,0,2448.649,2352.642,289.746,254.998,252.874,226.128,2143.936,2030.034,2180.209,274.597,0,0
1955-04-03,3588.755,3449.988,3419.731,609.252,718.763,0,2641.738,2616.732,347.914,342.717,292.264,221.925,2449.406,2283.077,2225.391,248.555,0,0
1955-04-04,3693.691,3628.728,3623.349,485.626,596.983,0,2922.272,2882.368,394.719,354.166,289.119,208.049,2506.217,2171.569,2046.357,232.479,0,0
1955-04-05,3911.448,3846.103,3818.058,644.344,656.331,0,3055.03,2955.573,410.819,354.587,285.338,204.865,2385.394,2045.78,1952.662,228.923,0,0
1955-04-06,4163.952,4048.989,3995.041,758.185,826.124,0,3043.008,2903.418,421.482,364.564,291.593,216.426,2309.325,2004.476,1973.986,238.64,0,0
1955-04-07,4311.068,4101.312,4000.353,737.416,861.327,0,2975.551,2847.591,421.416,370.263,298.768,223.192,2312.459,2064.497,2035.279,226.939,0,0
1955-04-08,4322.861,4018.285,3887.847,647.414,767.454,0,2934.611,2827.79,416.668,366.492,296.824,213.472,2322.193,2059.431,1966.1,210.987,0,0
1955-04-09,4238.602,3889.678,3766.054,569.715,675.644,0,2890.992,2789.162,403.305,351.904,281.443,0,2249.643,1946.745,1836.653,198.245,0,0
1955-04-10,4113.833,3727.986,3596.397,524.158,613.284,0,2787.973,2672.159,379.804,326.808,254.99,0,2125.003,1832.936,1731.846,186.92,0,0
1955-04-11,3956.765,3529,3393.83,485.202,566.574,0,2630.366,2510.499,352.841,302.736,240.19,0,1999.768,1732.231,1648.884,0,0,0
1955-04-12,3754.062,3312.08,3187.213,451.778,526.653,0,2479.062,2368.674,331.32,287.263,229.109,0,1902.399,1663.241,1588.673,0,0,0
1955-04-13,3519.353,3131.645,3008.013,422.439,491.876,0,2352.243,2254.009,314.909,273.897,219.009,0,1820.161,1585.755,1475.278,0,0,0
1955-04-14,3315.34,2968.914,2849.731,396.859,461.17,0,2243.08,2149.803,301.848,263.069,210.956,0,1714.468,1449.471,1325.699,0,0,0
1955-04-15,3127.923,2820.54,2718.507,392.033,438.84,0,2138.488,2043.264,297.922,260.662,211.313,0,1603.002,1335.889,1268.411,0,0,0
1955-04-16,2970.32,2722.596,2633.376,422.089,451.894,0,2056.249,1964.148,306.761,271.02,222.075,0,1557.428,1338.791,1382.02,0,0,0
1955-04-17,2933.59,2676.273,2608.16,439.22,489.292,0,2026.463,1951.802,315.459,278.2,222.116,0,1625.107,1496.744,1536.889,0,0,0
1955-04-18,2869.34,2668.746,2623.315,415.283,480.972,0,2063.178,2014.506,312.422,273.022,214.302,0,1738.75,1576.73,1529.387,0,0,0
1955-04-19,2874.068,2686.827,2651.568,385.897,447.899,0,2125.756,2080.502,300.654,260.628,203.394,0,1761.046,1545.223,1471.332,0,0,0
1955-04-20,2868.383,2691.582,2646.003,363.569,420.418,0,2136.339,2072.981,286.099,246.361,0,0,1706.951,1478.238,1368.228,0,0,0
1955-04-21,2786.042,2651.921,2581.867,343.841,396.986,0,2078.287,2000.132,271.721,236.08,0,0,1607.99,1349.225,1224.444,0,0,0
1955-04-22,2771.53,2558.826,2469.051,326.52,376.608,0,1974.048,1886.938,262.245,229.147,0,0,1479.607,1230.641,1130.782,0,0,0
1955-04-23,2683.987,2428.703,2327.846,310.584,358.251,0,1846.964,1757.556,253.28,220.811,0,0,1370.349,1143.616,1061.756,0,0,0
1955-04-24,2571.98,2296.064,2190.012,315.087,345.36,0,1707.959,1607.733,243.007,172.79,0,28.862,1169.761,1092.293,1062.844,73.561,0,0
1955-04-25,2501.913,2173.15,2053.439,328.089,364.484,0,1555.477,1448.519,172.173,0,29.405,173.505,1214.996,1136.084,1198.53,192.022,0,0
1955-04-26,2379.779,2048.255,1953.601,315.164,365.83,0,1486.298,1433.314,123.164,46.179,200.942,0,1385.049,1282.178,1309.63,0,0,0
1955-04-27,2198.266,2020.681,1987.927,295.051,344.284,0,1605.768,1616.434,210.674,263.909,227.791,0,1468.699,1307.724,1221,0,0,0
1955-04-28,2184.535,2106.891,2119.2,286.121,326.741,0,1772.371,1767.094,294.507,267.842,218.535,0,1443.638,1214.838,1132.385,0,0,0
1955-04-29,2332.603,2208.32,2199.758,288.059,321.757,0,1814.283,1763.942,300.802,268.684,224.145,0,1370.522,1164.332,1130.642,0,0,0
1955-04-30,2375.268,2238.687,2188.26,283.437,324.834,0,1774.64,1713.253,305.736,275.907,230.521,0,1334.879,1162.79,1128.494,0,0,0
1955-05-01,2423.859,2208.896,2142.861,272.147,312.661,0,1736.275,1682.391,303.33,266.122,156.591,0,1338.876,1147.998,1107.497,0,0,0
1955-05-02,2390.774,2171.156,2105.757,267.965,305.176,0,1713.346,1663.542,275.705,222.68,230.306,0,1344.844,1147.136,1156.719,0,0,0
1955-05-03,2328.409,2137.733,2082.026,258.413,299.103,0,1706.315,1665.565,288.649,290.545,252.967,0,1351.552,1208.887,1196.585,0,0,0
1955-05-04,2284.785,2122.567,2078.819,245.399,285.303,0,1727.072,1696.781,318.491,291.494,237.932,0,1365.396,1189.634,1104.601,0,0,0
1955-05-05,2268.267,2116.99,2075.449,235.229,272.454,0,1734.194,1692.34,307.982,271.629,222.219,0,1314.751,1103.9,1028.871,0,0,0
1955-05-06,2253.053,2087.78,2030.454,225.952,261.479,0,1683.547,1624.753,290.008,256.82,210.958,0,1238.988,1048.214,994.86,0,0,0
1955-05-07,2222.62,2021.687,1948.814,217.423,251.435,0,1604.788,1543.139,275.388,244.209,200.831,0,1181.677,1006.827,950.67,0,0,0
1955-05-08,2084.097,1937.998,1861.299,209.541,242.174,0,1528.864,1470.661,262.129,230.944,0,0,1130.042,957.663,900.628,0,0,0
1955-05-09,2047.046,1853.191,1778.654,202.287,233.652,0,1458.552,1401.847,248.19,219.293,0,0,1075.072,907.316,851.714,0,0,0
1955-05-10,1960.485,1771.588,1698.865,195.533,225.742,0,1388.163,1331.594,237.324,209.999,0,0,1016.521,853.695,801.748,0,0,0
1955-05-11,1872.057,1690.461,1617.553,189.265,218.4,0,1314.148,1255.901,223.419,0,0,0,957.572,803.616,758.033,0,0,0
1955-05-12,1777.049,1609.706,1534.94,183.424,211.553,0,1239.334,1182.467,209.897,0,0,0,905.974,764.161,725.325,0,0,0
1955-05-13,1723.862,1529.539,1458.205,177.949,205.182,0,1173.588,1121.198,202.163,0,0,0,862.783,731.105,698.197,0,0,0
1955-05-14,1622.1,1457.39,1390.354,0,0,0,1118.7,1070.376,194.988,0,0,0,826.073,702.786,675.067,0,0,0
1955-05-15,1555.976,1393.507,1330.545,0,0,0,1073.024,1028.2,188.323,0,0,0,796.872,682.465,658.98,0,0,0
1955-05-16,1501.101,1339.251,1282.264,0,0,0,1033.757,989.489,0,0,0,0,776.103,669.273,648.235,0,0,0
1955-05-17,1444.512,1294.056,1241.798,0,0,0,1002.164,964.607,0,0,0,0,761.385,659.765,640.174,0,0,0
1955-05-18,1400.912,1257.462,1210.518,0,0,0,980.327,945.373,0,0,0,0,749.694,652.166,633.063,0,0,0
1955-05-19,1358.86,1228.894,1186.142,0,0,0,963.15,930.299,0,0,0,0,741.874,648.61,635.857,0,0,0
1955-05-20,1325.754,1207.364,1168.79,0,0,0,954.33,926.584,0,0,0,0,754.837,679.813,698.887,0,0,0
1955-05-21,1302.485,1196.713,1166.873,0,0,0,966.061,949.212,0,0,0,0,802.477,756.948,756.128,0,0,0
1955-05-22,1295.538,1203.539,1185.114,0,0,0,996.747,984.198,0,0,0,0,833.854,747.924,701.816,0,0,0
1955-05-23,1301.468,1219.22,1200.972,0,0,0,1008.381,980.523,0,0,0,0,793.409,672.178,634.559,0,0,0
1955-05-24,1304.134,1217.355,1181.666,0,0,0,972.959,927.025,0,0,0,0,730.288,632.03,608.4,0,0,0
1955-05-25,1310.638,1184.628,1131.388,0,0,0,917.71,872.315,0,0,0,0,696.561,608.895,584.204,0,0,0
1955-05-26,1265.632,1136.243,1080.24,0,0,0,875.076,836.899,0,0,0,0,669.53,582.119,559.281,0,0,0
1955-05-27,1234.356,1090.885,1040.118,0,0,0,842.866,806.864,0,0,0,0,644.175,562.309,541.91,0,0,0
1955-05-28,1185.774,1053.367,1006.907,0,0,0,814.908,780.911,0,0,0,0,625.032,547.18,528.822,0,0,0
1955-05-29,1153.78,1021.885,978.513,0,0,0,791.924,760.369,0,0,0,0,610.416,536.546,519.607,0,0,0
1955-05-30,1107.826,995.219,955.017,0,0,0,773.545,743.948,0,0,0,0,599.204,528.084,511.727,0,0,0
1955-05-31,1078.345,973.132,935.434,0,0,0,758.416,730.149,0,0,0,0,589.109,519.703,502.741,0,0,0
1955-06-01,1054.032,954.579,918.773,0,0,0,745.814,718.941,0,0,0,0,579.146,510.957,496.71,0,0,0
1955-06-02,1046.654,938.521,904.715,0,0,0,735.566,709.823,0,0,0,0,573.648,511.23,502.236,0,0,0
1955-06-03,1034.839,931.349,901.18,0,0,0,730.342,707.466,0,0,0,0,578.054,521.705,513.471,0,0,0
1955-06-04,1045.845,948.005,932.114,0,0,0,739.924,722.063,0,0,0,0,592.147,533.991,527.623,0,0,0
1955-06-05,1069.434,978.073,966.173,0,0,0,760.16,743.56,0,0,0,0,614.79,560.874,565.618,0,0,0
1955-06-06,1080.685,990.262,960.251,0,0,0,781.54,768.749,0,0,0,0,640.569,597.04,577.945,0,0,0
1955-06-07,1144.437,985.809,858.796,161.626,0.313,0,772.904,680.242,1.083,0,0,0,675.681,580.115,561.68,0,0,0
1955-06-08,1201.448,966.53,909.86,217.268,151.916,0,803.863,827.942,174.447,0,0,0,717.447,633.273,667.218,0,0,0
1955-06-09,1168.237,1039.112,1103.313,173.375,224.636,0,924.221,926.315,0,0,0,0,767.166,753.784,743.21,0,0,0
1955-06-10,1179.969,1165.88,1168.392,0,0,0,962.519,945.487,0,0,0,0,792.001,705.67,650.005,0,0,0
1955-06-11,1245.906,1206.242,1178.069,0,0,0,957.725,922.546,0,0,0,0,723.968,617.143,589.04,0,0,0
1955-06-12,1301.342,1198.275,1155.724,0,0,0,906.037,855.316,0,0,0,0,667.629,599.26,586.087,0,0,0
1955-06-13,1302.47,1157.11,1093.431,0,0,0,852.005,811.343,0,0,0,0,652.706,591.578,566.027,0,0,0
1955-06-14,1252.684,1100.203,1037.134,0,0,0,819.31,785.522,0,0,0,0,627.297,552.042,524.415,0,0,0
1955-06-15,1203.052,1051.398,997.172,0,0,0,786.956,749.183,0,0,0,0,589.123,519.232,497.127,0,0,0
1955-06-16,1152.338,1008.648,955.293,0,0,0,749.165,711.382,0,0,0,0,561.037,497.901,478.356,0,0,0
1955-06-17,1106.221,967.134,914.435,0,0,0,716.431,682.628,0,0,0,0,540.449,480.4,461.775,0,0,0
1955-06-18,1063.759,929.025,879.995,0,0,0,690.538,659.4,0,0,0,0,522.661,464.835,447.36,0,0,0
1955-06-19,1020.881,896.526,851.268,0,0,0,668.655,638.97,0,0,0,0,507.058,451.673,435.043,0,0,0
1955-06-20,990.027,868.65,826.15,0,0,0,649.3,620.978,0,0,0,0,493.571,439.992,424.212,0,0,0
1955-06-21,965.119,844.138,803.718,0,0,0,632.176,605.043,0,0,0,0,481.625,430.039,415.084,0,0,0
1955-06-22,936.334,822.243,783.67,0,0,0,616.921,590.832,0,0,0,0,471.299,421.505,407.119,0,0,0
1955-06-23,910.483,802.635,765.683,0,0,0,603.333,578.219,0,0,0,0,462.174,413.863,399.885,0,0,0
1955-06-24,897.218,784.994,749.438,0,0,0,591.112,566.786,0,0,0,0,453.82,406.828,393.228,0,0,0
1955-06-25,870.062,768.986,734.614,0,0,0,579.923,556.222,0,0,0,0,446.093,400.376,387.108,0,0,0
1955-06-26,857.059,757.17,727.625,0,0,0,570.547,547.552,0,0,0,0,440.498,396.027,385.877,0,0,0
1955-06-27,852.053,757.518,736.851,0,0,0,568.207,549.604,0,0,0,0,453.445,411.832,426.265,0,0,0
1955-06-28,857.449,771.442,754.957,0,0,0,588.265,585.32,0,0,0,0,521.397,508.254,562.527,0,0,0
1955-06-29,903.921,819.96,833.378,0,0,0,677.718,712.032,0,0,0,0,678.141,682.877,718.232,0,0,0
1955-06-30,966.819,939.058,994.134,0,0,0,836.887,878.825,0,0,0,0,835.958,809.556,899.474,0,0,0
1955-07-01,1028.748,1066.995,1114.788,0,0,0,965.885,984.709,0,0,0,0,931.273,963.372,977.657,0,0,0
1955-07-02,1136.045,1175.424,1203.329,0,0,0,1045.197,1050.869,0,0,0,0,992.833,922.04,819.371,0,0,0
1955-07-03,1232.188,1244.139,1247.795,0,0,0,1074.185,1055.752,0,0,0,0,917.061,782.812,721.189,0,0,0
1955-07-04,1311.969,1256.512,1223.153,0,0,0,1021.99,971.083,0,0,0,0,807.525,718.936,677.072,0,0,0
1955-07-05,1316.492,1206.309,1139.049,0,0,0,925.78,868.899,0,0,0,0,730.154,646.746,614.25,0,0,0
1955-07-06,1280.283,1122.078,1044.259,0,0,0,839.652,790.546,0,0,0,0,665.032,600.4,576.557,0,0,0
1955-07-07,1194.518,1037.361,965.515,0,0,0,774.803,734.31,0,0,0,0,625.024,569.256,548.045,0,0,0
1955-07-08,1134.629,967.818,907.026,0,0,0,729.9,696.854,0,0,0,0,595.493,543.101,523.441,0,0,0
1955-07-09,1060.441,915.37,864.282,0,0,0,697.167,667.644,0,0,0,0,570.229,520.564,502.089,0,0,0
1955-07-10,1009.264,875.887,830.706,0,0,0,670.312,642.541,0,0,0,0,548.191,500.7,483.232,0,0,0
